,cataidGAMA,gama_z,logMstarGAMA,dellogm,neff
28796,5280361,0.1926,10.442,0.0536,6.87
28797,5280362,0.3115,11.1072,0.0357,1.05
28798,5280363,0.2257,10.4408,0.1458,8.75
28799,5280366,0.1936,10.6354,0.0535,5.71
28800,5280368,0.3161,10.5943,0.1701,1.94
28801,5280385,0.1925,10.2951,0.0977,18.5
28802,5280386,0.1989,10.4323,0.1427,4.65
28803,5280390,0.1924,10.3296,0.0767,13.52
28804,5280393,0.1931,10.3058,0.0566,1.89
28805,5280394,0.1999,10.9219,0.0162,1.06
28806,5280395,0.0886,9.2946,0.1617,8.7
28807,5280396,0.2402,11.1917,0.0436,1.06
28808,5280400,0.2018,10.9313,0.0258,1.01
28809,5280401,0.1995,10.4844,0.0621,14.72
28810,5280402,0.2054,10.4709,0.0828,14.77
28811,5280405,0.0674,10.3291,0.0313,1.14
28812,5280406,0.193,10.034,0.1136,59.58
28813,5280410,0.0877,9.9806,0.0332,1.82
28814,5280420,0.0717,8.6388,0.1181,189.08
28815,5280422,0.3246,10.8964,0.2439,3.69
28816,5280424,0.0871,9.952,0.0041,1.04
28817,5280433,0.2396,10.4455,0.4005,5.97
28818,5280435,0.3233,10.7178,0.0444,3.83
28819,5280439,0.1051,9.5425,0.1249,12.89
28820,5280444,0.2372,10.5569,0.0476,1.39
28821,5280459,0.1691,10.3425,0.1092,6.2
28822,5280462,0.1297,10.0424,0.0573,6.14
28823,5280475,0.0675,9.9996,0.0039,1.0
28824,5280476,0.1729,9.8165,0.1013,46.43
28825,5280478,0.2159,10.4604,0.0773,9.29
28826,5280485,0.1303,9.6404,0.0863,17.64
28827,5280488,0.0879,9.2854,0.1384,36.38
28828,5280504,0.2158,10.9731,0.0209,1.07
28829,5280515,0.1308,9.4667,0.1179,99.24
28830,5280521,0.2015,10.5435,0.0544,8.93
28831,5280524,0.3936,10.8041,0.1029,22.47
28832,5280528,0.2063,10.5485,0.0289,1.93
28833,5280539,0.1731,10.9765,0.0008,1.0
28834,5280540,0.0837,9.6724,0.1112,3.68
28835,5280551,0.3686,11.4053,0.0377,2.49
28836,5280552,0.3007,10.7779,0.1374,2.24
28837,5280558,0.3583,10.568,0.0671,6.38
28838,5280560,0.3476,10.7038,0.1784,2.05
28839,5280575,0.17,10.0139,0.0757,1.96
28840,5280577,0.2992,10.263,0.104,11.68
28841,5280602,0.086,10.0083,0.0092,1.08
28842,5280613,0.0872,10.7935,0.0,1.0
28843,5280616,0.0837,9.3817,0.0933,5.66
28844,5280617,0.1045,9.6445,0.104,17.07
28845,5280622,0.3197,10.7577,0.0736,36.46
28846,5280639,0.3142,11.0526,0.1346,1.14
28847,5280647,0.1735,10.0506,0.0981,24.07
28848,5280649,0.1686,11.0523,0.102,1.46
28849,5280654,0.2799,10.4445,0.0777,34.16
28850,5280657,0.1802,10.8938,0.0414,1.24
28851,5280664,0.1786,9.9476,0.0899,4.1
28852,5280669,0.1084,9.9615,0.1374,4.53
28853,5280680,0.1113,10.0655,0.0455,2.89
28854,5280688,0.256,10.0363,0.1157,115.31
28855,5280690,0.4069,10.7808,0.0582,32.25
28856,5280691,0.1734,9.9305,0.0948,61.53
28857,5280692,0.0878,9.3864,0.0828,67.22
28858,5280697,0.0847,10.7447,0.0001,1.0
28859,5280704,0.3002,10.1029,0.1121,54.04
28860,5280708,0.1184,9.5092,0.2143,11.15
28861,5280716,0.0841,9.3022,0.1738,20.11
28862,5280722,0.2695,10.3956,0.0684,18.14
28863,5280726,0.2272,10.6792,0.06,5.38
28864,5280733,0.0844,10.9295,0.0009,1.0
28865,5280740,0.2071,11.0326,0.0365,1.97
28866,5280747,0.1051,9.7738,0.0,1.0
28867,5280762,0.084,10.1601,0.046,1.28
28868,5280763,0.2563,10.5481,0.1095,19.42
28869,5280765,0.3193,11.2345,0.0683,3.49
28870,5280773,0.2074,10.7193,0.0267,1.69
28871,5280777,0.1363,10.0228,0.1342,17.61
28872,5280778,0.2071,10.5625,0.196,1.22
28873,5280783,0.1995,10.6107,0.0725,5.2
28874,5280784,0.084,9.8129,0.0547,2.85
28875,5280790,0.2061,10.4549,0.1066,3.01
28876,5280793,0.2059,10.6378,0.1255,1.6
28877,5280798,0.1051,9.998,0.0505,2.0
28878,5280799,0.0837,9.7222,0.0645,3.67
28879,5280803,0.1308,9.7177,0.0891,52.23
28880,5280810,0.3694,10.9183,0.0374,6.05
28881,5280828,0.2993,10.2806,0.0807,66.68
28882,5280830,0.0511,9.5813,0.1322,2.01
28883,5280841,0.3251,11.2328,0.1114,1.14
28884,5280848,0.0852,9.7501,0.139,3.37
28885,5280854,0.0832,11.0782,0.0096,1.07
28886,5280856,0.1754,10.7262,0.04,1.52
28887,5280857,0.0691,9.9056,0.1374,3.14
28888,5280859,0.1747,9.732,0.1068,36.67
28889,5280860,0.2058,10.2968,0.0938,34.03
28890,5280864,0.2065,10.2448,0.1068,78.81
28891,5280865,0.1848,10.3879,0.4326,2.51
28892,5280870,0.1742,9.9616,0.114,71.88
28893,5280874,0.2071,10.3924,0.0885,15.0
28894,5280875,0.0319,10.2249,0.0061,2.04
28895,5280882,0.3142,10.5536,0.0732,76.44
28896,5280887,0.3011,10.6472,0.0639,32.98
28897,5280912,0.5648,11.5317,0.0298,7.09
28898,5280915,0.0721,8.8124,0.1156,122.85
28899,5280934,0.2272,9.7712,0.0986,127.1
28900,5280942,0.0843,9.7381,0.1283,3.9
28901,5280955,0.1997,10.7969,0.3562,1.78
28902,5280958,0.1298,9.8258,0.0853,18.89
28903,5280968,0.201,10.7909,0.0403,4.74
28904,5280988,0.2379,10.6614,0.0498,3.28
28905,5280997,0.3258,10.514,0.0692,40.64
28906,5281009,0.0823,9.9936,0.0321,1.07
28907,5281012,0.1701,10.4143,0.2294,1.59
28908,5281033,0.2007,9.903,0.1363,24.82
28909,5281041,0.3238,10.5604,0.0945,18.39
28910,5281044,0.084,10.5758,0.0001,1.0
28911,5281049,0.083,9.3826,0.0841,2.32
28912,5281050,0.1999,9.6005,0.1111,161.93
28913,5281054,0.201,10.2848,0.0918,15.31
28914,5281059,0.2801,11.1017,0.1835,1.36
28915,5281060,0.2029,9.9192,0.0957,191.65
28916,5281062,0.1867,9.7474,0.3415,1.58
28917,5281063,0.564,11.094,0.045,3.6
28918,5281072,0.2006,10.2481,0.0921,57.92
28919,5281077,0.3271,10.8884,0.1313,5.27
28920,5281084,0.2752,10.5624,0.0976,13.54
28921,5281095,0.1299,9.7159,0.1373,23.12
28922,5281097,0.2232,10.2605,0.0964,29.22
28923,5281105,0.0848,10.0235,0.404,2.62
28924,5281107,0.3253,10.4265,0.0587,88.13
28925,5281109,0.2083,10.1847,0.1433,17.5
28926,5281112,0.845,,,
28927,5281119,0.0878,10.1385,0.0011,1.0
28928,5281122,0.3927,10.674,0.0522,33.45
28929,5281124,0.2148,11.1117,0.017,1.02
28930,5281132,0.1932,10.2383,0.0854,36.89
28931,5281142,0.2704,10.7437,0.2349,10.64
28932,5281143,0.1284,9.7167,0.1156,24.15
28933,5281144,0.3129,11.2591,0.0217,4.79
28934,5281161,0.1685,10.8307,0.0671,1.3
28935,5281167,0.2242,10.3476,0.0658,2.36
28936,5281168,0.3654,10.9792,0.0427,2.04
28937,5281183,0.0839,9.2532,0.1683,31.41
28938,5281190,0.108,9.8893,0.4897,3.65
28939,5281197,0.1723,9.8385,0.097,214.68
28940,5281199,0.1026,10.6051,0.0005,1.0
28941,5281200,0.2774,10.9775,0.0627,3.84
28942,5281211,0.0838,10.1956,0.0038,1.0
28943,5281215,0.0835,8.9553,0.1837,6.32
28944,5281224,0.1682,9.2184,0.1386,48.87
28945,5281239,0.3646,11.0243,0.0397,7.82
28946,5281246,0.2771,10.5043,0.0816,46.08
28947,5281250,1.7017,,,
28948,5281255,0.315,10.6049,0.0766,17.59
28949,5281266,0.1686,9.9266,0.2727,1.88
28950,5281274,0.1704,10.3277,0.2402,8.24
28951,5281292,0.2695,10.5241,0.0843,15.68
28952,5281302,0.2263,9.8744,0.1762,5.68
28953,5281303,0.1853,9.7295,0.0928,312.07
28954,5281304,0.1132,9.996,0.0489,1.29
28955,5281307,0.1791,9.2012,0.2482,4.16
28956,5281328,0.0856,8.9823,0.1226,167.51
28957,5281330,0.2002,10.7643,0.0642,2.11
28958,5281352,0.3462,10.527,0.0634,49.82
28959,5281358,0.1112,10.7312,0.0001,1.0
28960,5281361,0.3305,10.668,0.0736,22.66
28961,5281362,0.1366,9.6645,0.097,7.59
28962,5281370,0.1737,10.2705,0.1011,6.03
28963,5281373,0.1736,10.8027,0.0754,2.5
28964,5281375,0.3054,10.8676,0.1164,5.84
28965,5281377,0.303,10.9371,0.0273,3.79
28966,5281384,0.175,10.2161,0.0567,12.03
28967,5281402,0.314,10.4346,0.1014,22.19
28968,5281409,0.07,8.7928,0.1075,12.43
28969,5281413,0.3042,11.0663,0.0477,10.44
28970,5281414,0.0852,8.6526,0.1094,22.64
28971,5281416,0.2029,9.9289,0.1078,3.25
28972,5281417,0.2033,10.1646,0.0743,23.24
28973,5281420,0.113,9.9219,0.0001,1.0
28974,5281425,0.1958,10.6411,0.0871,6.92
28975,5281428,0.2081,10.9646,0.0381,1.08
28976,5281430,0.203,11.0407,0.0005,1.0
28977,5281436,0.3104,10.3029,0.0957,73.22
28978,5281440,0.1735,9.8257,0.1042,217.91
28979,5281441,0.2161,10.5126,0.0712,27.19
28980,5281444,0.1999,10.1641,0.0738,32.45
28981,5281454,0.2174,10.4111,0.0943,21.87
28982,5281457,0.1735,9.7511,0.1056,148.01
28983,5281459,0.5041,10.4598,0.0,1.0
28984,5281462,0.0869,9.4756,0.0131,1.0
28985,5281468,0.1954,10.2015,0.0995,65.68
28986,5281480,0.3231,10.3388,0.0702,1.78
28987,5281484,0.1187,10.0575,0.1124,1.5
28988,5281488,0.1702,9.855,0.1312,61.87
28989,5281503,0.1143,9.7116,0.1927,4.92
28990,5281505,0.3044,10.5685,0.3341,2.74
28991,5281513,0.1285,9.9893,0.0596,10.56
28992,5281514,0.3593,11.1643,0.0222,1.42
28993,5281521,0.0289,8.8304,0.0313,1.04
28994,5281522,0.2782,10.8318,0.1554,1.16
28995,5281523,0.1998,9.5862,0.1207,99.91
28996,5281524,0.2148,10.56,0.1035,10.59
28997,5281525,0.2004,9.9944,0.1339,1.51
28998,5281526,0.2408,10.5875,0.1205,19.68
28999,5281527,0.3178,11.0241,0.0809,1.73
29000,5281536,0.3835,11.041,0.006,1.0
29001,5281537,0.1811,10.2986,0.0817,14.3
29002,5281540,0.1929,9.6509,0.1125,87.96
29003,5281544,0.2752,10.4713,0.0873,24.92
29004,5281557,0.313,10.8556,0.1316,6.91
29005,5281559,0.1961,10.3443,0.0835,1.5
29006,5281560,0.0882,9.2815,0.1234,19.91
29007,5281563,0.1133,9.6259,0.1237,36.92
29008,5281580,0.0878,10.6392,0.0098,1.11
29009,5281583,0.1955,10.5538,0.1509,4.49
29010,5281591,0.2001,10.1438,0.1091,1.06
29011,5281593,0.1792,10.0847,0.0784,18.28
29012,5281614,0.2036,9.9104,0.1721,3.38
29013,5281620,0.0987,9.7836,0.0809,3.25
29014,5281624,0.1844,9.8078,0.1,147.15
29015,5281627,0.5021,10.3869,0.3764,2.98
29016,5281631,0.0847,9.8806,0.235,5.14
29017,5281672,0.0288,8.1985,0.1989,3.24
29018,5281674,0.2032,10.5406,0.0625,3.29
29019,5281685,0.279,10.3205,0.0879,13.52
29020,5281687,0.4477,11.0737,0.12,2.18
29021,5281691,0.1128,10.4965,0.0724,1.97
29022,5281692,0.2776,10.763,0.0645,12.74
29023,5281703,0.4385,11.1834,0.0491,9.01
29024,5281709,0.2764,10.7152,0.0649,5.87
29025,5281712,0.0845,10.8659,0.0276,1.06
29026,5281715,0.0367,8.2451,0.0515,1.08
29027,5281722,0.3144,10.8382,0.0715,19.85
29028,5281725,0.0857,9.6019,0.1806,1.6
29029,5281742,0.1709,9.6644,0.106,154.1
29030,5281781,0.1707,10.8701,0.0279,1.67
29031,5281786,0.2336,10.5882,0.1445,5.4
29032,5281789,0.276,10.5038,0.0033,1.0
29033,5281790,0.5649,11.3933,0.0412,4.74
29034,5281803,0.2326,10.7005,0.0564,5.87
29035,5281804,0.0667,9.7872,0.0431,1.51
29036,5281873,0.1701,10.2042,0.0544,3.24
29037,5281875,0.0828,9.164,0.1265,33.19
29038,5281876,0.2407,10.6714,0.0545,3.61
29039,5281878,0.118,10.1755,0.1422,1.07
29040,5281879,0.0286,9.3568,0.0,1.0
29041,5281889,0.2046,9.5425,0.1174,29.45
29042,5281897,0.1139,9.9283,0.0596,8.1
29043,5281900,0.2398,10.2713,0.1967,35.04
29044,5281902,0.3667,,,
29045,5281906,0.2079,10.6848,0.1035,2.9
29046,5281912,0.119,9.9994,0.0443,2.3
29047,5281918,0.0569,9.3979,0.1242,1.99
29048,5281923,0.3266,10.4474,0.0032,1.0
29049,5281929,0.2055,9.9111,0.1037,2.61
29050,5281932,0.3146,10.8355,0.0588,11.85
29051,5281938,0.2055,10.3727,0.0301,1.21
29052,5281945,0.4649,11.1273,0.0793,19.9
29053,5281948,0.0865,10.0506,0.0542,1.74
29054,5281955,0.2081,10.0714,0.1375,6.4
29055,5281961,0.3139,10.8034,0.0819,7.83
29056,5281976,0.2226,9.8571,0.0,1.0
29057,5281977,0.0854,8.9276,0.1312,1.49
29058,5281978,0.1186,10.1774,0.0634,1.34
29059,5281986,0.185,10.2465,0.0895,5.36
29060,5281991,0.3925,11.3181,0.0304,3.24
29061,5282002,0.239,10.5017,0.1434,34.49
29062,5282005,1.6172,,,
29063,5282006,0.1616,9.5606,0.1467,40.51
29064,5282011,0.1122,10.4163,0.0927,2.51
29065,5282035,0.2317,9.8356,0.069,1.55
29066,5282055,0.317,10.1036,0.0,1.0
29067,5282074,0.1803,11.2035,0.0007,1.0
29068,5282080,0.3692,10.9446,0.0189,1.09
29069,5282088,0.087,9.1337,0.0072,1.0
29070,5282099,0.2745,10.5134,0.1003,9.07
29071,5282105,1.0206,,,
29072,5282108,0.0855,9.2982,0.1311,9.94
29073,5282123,0.0851,9.0526,0.1182,40.21
29074,5282127,0.0843,9.5273,0.0,1.0
29075,5282141,0.0875,8.9591,0.1844,11.54
29076,5282142,0.0845,8.8323,0.2056,35.65
29077,5282149,0.2074,10.7314,0.0299,1.59
29078,5282151,0.0869,9.6777,0.0469,1.01
29079,5282164,0.0841,8.6656,0.1227,67.77
29080,5282178,0.1686,9.706,0.1112,80.43
29081,5282183,0.2475,10.2969,0.4045,17.18
29082,5282186,0.0932,9.7496,0.0136,1.0
29083,5282189,0.2078,10.0823,0.1382,12.13
29084,5282245,0.3294,10.7204,0.0778,6.88
29085,5282247,0.199,9.5301,0.1123,118.11
29086,5282255,0.5052,11.1511,0.0467,1.36
29087,5282260,0.2053,10.2992,0.1027,1.96
29088,5282264,0.3262,10.8735,0.0945,5.29
29089,5282265,0.204,10.642,0.0415,1.64
29090,5282270,0.0882,9.8422,0.1591,3.12
29091,5282273,0.2032,9.4982,0.0186,1.02
29092,5282274,0.1122,9.0807,0.1103,119.0
29093,5282275,0.2058,10.2759,0.12,3.11
29094,5282282,0.2714,10.7989,0.0505,4.12
29095,5282292,0.0282,10.4552,0.0,1.0
29096,5282300,0.3929,10.0007,0.1643,1.08
29097,5282304,0.3127,11.0643,0.0464,2.78
29098,5282308,0.0891,9.5186,0.1241,1.4
29099,5282309,0.3274,10.871,0.0647,15.38
29100,5282313,0.3149,10.6116,0.0858,17.46
29101,5282327,0.0874,9.6511,0.1625,2.04
29102,5282339,0.2394,10.5113,0.0987,19.42
29103,5282407,0.7965,,,
29104,5282409,0.4401,9.9208,0.3844,1.39
29105,5282416,0.6931,10.3371,0.0315,1.02
29106,5282420,0.1687,10.0667,0.0973,41.88
29107,5282422,0.0866,9.5153,0.0938,7.46
29108,5282428,0.089,9.4314,0.1279,15.93
29109,5282440,0.0855,9.9192,0.2482,2.25
29110,5282441,0.2638,10.3044,0.1607,11.31
29111,5282445,0.248,10.3045,0.2291,3.31
29112,5282447,0.1132,9.2777,0.1024,125.75
29113,5282450,0.3201,10.9953,0.0782,1.98
29114,5282452,0.3576,10.481,0.0735,36.0
29115,5282453,0.1804,9.9955,0.1452,3.19
29116,5282459,0.1183,10.6444,0.0077,1.05
29117,5282464,0.0092,7.4001,0.1725,2.23
29118,5282466,0.1294,10.001,0.0877,1.1
29119,5282476,0.1296,9.9453,0.0019,1.0
29120,5282478,0.1958,10.3161,0.0346,1.85
29121,5282482,0.13,9.8208,0.0089,1.0
29122,5282484,0.5674,11.3077,0.0404,3.68
29123,5282488,0.2707,10.7876,0.3301,3.73
29124,5282489,0.0861,10.1581,0.0003,1.0
29125,5282497,0.2078,10.6387,0.0445,2.36
29126,5282509,0.0891,9.1856,0.1074,99.81
29127,5282511,0.193,10.1384,0.0705,14.98
29128,5282523,0.0891,9.5318,0.0,1.0
29129,5282528,0.1268,9.8749,0.1794,3.68
29130,5282546,0.3261,10.4531,0.0194,1.03
29131,5282549,1.9784,,,
29132,5282550,0.2043,9.9091,0.1318,1.57
29133,5282551,0.327,11.0557,0.2149,3.81
29134,5282554,0.4392,11.1573,0.0784,1.17
29135,5282570,0.1045,10.6403,0.0062,1.09
29136,5282571,0.0694,9.6138,0.0,1.0
29137,5282584,0.2037,9.675,0.1531,16.42
29138,5282590,0.2027,10.5799,0.0163,1.02
29139,5282592,0.3196,10.4356,0.0831,28.78
29140,5282593,0.3264,10.2071,0.1632,1.57
29141,5282599,0.2345,10.8303,0.0336,3.31
29142,5282603,0.3127,10.8715,0.1166,4.86
29143,5282609,0.2477,10.5958,0.2874,1.15
29144,5282610,0.1855,9.9931,0.114,26.19
29145,5282614,0.1768,9.572,0.1279,69.15
29146,5282616,0.1288,9.9498,0.0537,5.88
29147,5282617,0.1124,9.5881,0.1531,22.87
29148,5282620,0.1124,9.9518,0.0498,1.01
29149,5282624,0.4344,10.8776,0.0596,16.0
29150,5282626,0.1189,10.0734,0.0895,1.7
29151,5282636,0.1119,10.2153,0.155,2.07
29152,5282640,0.1182,9.5751,0.1392,81.71
29153,5282642,0.2784,9.7961,0.126,29.11
29154,5282660,0.0854,9.3227,0.2222,2.52
29155,5282669,0.0671,9.7535,0.0764,2.3
29156,5282675,0.1125,10.5597,0.0152,1.07
29157,5282676,0.1908,9.972,0.1019,52.32
29158,5282686,0.3948,10.3255,0.0821,19.83
29159,5282687,0.0874,10.6165,0.4723,1.42
29160,5282692,0.2791,10.3083,0.0958,18.32
29161,5282695,0.1115,9.184,0.0359,1.04
29162,5282698,0.1711,10.0128,0.0378,1.15
29163,5282699,0.1615,10.5793,0.09,1.02
29164,5282712,0.2034,10.3649,0.0503,2.56
29165,5282715,0.0911,9.7138,0.0907,1.26
29166,5282716,0.2013,9.9915,0.0896,55.5
29167,5282722,0.0373,8.5926,0.105,9.85
29168,5282723,0.2639,10.4982,0.0876,46.84
29169,5282724,0.2573,10.7078,0.0922,5.29
29170,5282726,0.2345,9.5888,0.1836,4.27
29171,5282727,0.2784,10.9852,0.2982,2.43
29172,5282737,0.206,9.7854,0.1088,54.76
29173,5282743,0.2009,10.5065,0.0694,6.84
29174,5282761,0.2101,10.8304,0.0029,1.02
29175,5282772,0.0848,9.3018,0.1948,8.29
29176,5282773,0.1806,10.0085,0.0939,66.53
29177,5282785,0.2414,10.2416,0.1454,59.31
29178,5282786,0.1292,9.3447,0.1389,22.22
29179,5282790,0.2794,10.1884,0.098,22.24
29180,5282791,0.1182,9.9522,0.1049,1.4
29181,5282792,0.2014,9.286,0.124,25.45
29182,5282798,0.5537,10.5277,0.1119,3.63
29183,5282813,0.5139,10.3437,0.3114,8.8
29184,5282815,0.0852,9.15,0.1115,69.65
29185,5282818,0.3703,10.2436,0.0888,6.04
29186,5282820,0.2423,10.5104,0.1073,4.25
29187,5282832,0.3157,10.3035,0.0746,17.76
29188,5282841,0.0369,9.0284,0.0539,2.54
29189,5282843,0.2809,10.5083,0.1351,5.71
29190,5282845,0.2783,10.764,0.0753,9.38
29191,5282851,0.2737,10.1485,0.0896,59.12
29192,5282852,0.2004,10.1901,0.1243,10.51
29193,5282867,0.0847,9.6302,0.0677,1.35
29194,5282869,0.1214,9.8749,0.119,4.64
29195,5282870,0.1053,10.0867,0.0681,4.34
29196,5282872,0.2042,10.8284,0.0425,1.26
29197,5282879,0.1278,9.4003,0.0132,1.0
29198,5282881,0.193,9.9497,0.1041,47.29
29199,5282882,0.1143,9.3949,0.1142,20.07
29200,5282888,0.1714,10.2256,0.0984,9.71
29201,5282890,0.0879,9.9453,0.0259,1.05
29202,5282893,0.1728,10.7243,0.0508,4.43
29203,5282895,0.0874,9.8435,0.0074,1.01
29204,5282901,0.0374,8.1867,0.1244,22.74
29205,5282908,0.2405,11.2092,0.0045,1.0
29206,5282909,0.2577,10.7253,0.0338,1.35
29207,5282913,0.2764,10.3799,0.0992,12.98
29208,5282917,0.5295,11.0997,0.1617,1.12
29209,5282919,0.3645,11.1249,0.0219,1.6
29210,5282921,0.2779,10.874,0.272,2.03
29211,5282923,0.0691,9.1008,0.0765,2.03
29212,5282927,0.2403,10.7773,0.097,3.9
29213,5282932,0.2418,9.6878,0.1591,11.49
29214,5282938,0.3844,10.8129,0.1379,2.68
29215,5282949,0.2775,10.5417,0.1138,4.17
29216,5282957,1.0913,,,
29217,5282965,0.2407,10.6803,0.128,2.77
29218,5282979,0.3239,10.8222,0.1084,6.41
29219,5282982,0.1178,10.5629,0.0001,1.0
29220,5282989,0.0286,10.1017,0.0,1.0
29221,5282993,0.205,10.725,0.01,1.03
29222,5282996,1.3615,,,
29223,5283004,0.2054,10.4124,0.028,1.79
29224,5283010,0.3248,10.7397,0.0508,3.06
29225,5283012,0.2576,10.4235,0.061,1.24
29226,5283013,0.0875,9.2241,0.1455,9.76
29227,5283016,0.3259,10.817,0.0798,24.48
29228,5283020,0.0286,8.0268,0.1885,18.36
29229,5283026,0.0843,8.8446,0.1724,52.68
29230,5283028,0.2056,9.9721,0.0867,77.0
29231,5283030,0.3228,10.524,0.0803,14.39
29232,5283031,0.2418,10.6493,0.0725,12.34
29233,5283045,0.208,10.3279,0.0,1.0
29234,5283048,0.2039,10.5295,0.0772,9.33
29235,5283053,0.1929,10.304,0.0618,27.2
29236,5283054,0.2776,10.1137,0.1812,10.02
29237,5283056,0.3156,11.2055,0.0189,5.15
29238,5283061,0.4403,10.6997,0.1313,2.89
29239,5283066,0.2715,10.2615,0.3168,1.91
29240,5283067,0.4413,10.6933,0.0841,18.62
29241,5283070,0.0884,9.5526,0.0115,1.0
29242,5283083,0.2719,10.3774,0.0743,57.93
29243,5283089,0.2032,11.2456,0.0089,1.01
29244,5283092,0.2062,10.2797,0.1215,1.07
29245,5283093,0.2064,10.5857,0.0072,1.02
29246,5283097,0.089,9.3832,0.2015,3.61
29247,5283099,0.0869,9.9933,0.0141,1.35
29248,5283101,0.3061,11.0518,0.034,1.08
29249,5283105,0.2049,10.9741,0.0362,1.01
29250,5283112,0.1733,11.0095,0.0036,1.0
29251,5283116,0.257,10.1296,0.1513,23.8
29252,5283127,0.1708,9.7833,0.1343,8.24
29253,5283129,0.1761,9.4994,0.1306,44.44
29254,5283132,0.1865,9.6486,0.1239,9.29
29255,5283137,0.3965,10.6308,0.0521,33.74
29256,5283138,0.2085,10.6297,0.045,2.13
29257,5283139,0.2041,10.4949,0.0513,12.51
29258,5283140,0.1741,9.8237,0.1113,159.16
29259,5283141,0.2042,10.6671,0.0682,2.27
29260,5283144,0.193,10.1624,0.0994,1.97
29261,5283146,0.208,10.6411,0.0861,2.65
29262,5283147,0.023,7.8825,0.1255,28.52
29263,5283148,0.0936,9.2032,0.1156,11.77
29264,5283156,0.2727,10.8439,0.0527,10.77
29265,5283162,0.1134,9.269,0.1026,28.97
29266,5283163,0.2391,10.7593,0.0808,1.66
29267,5283167,0.2716,10.4147,0.1415,11.09
29268,5283168,0.2047,9.6307,0.1103,172.19
29269,5283178,1.8845,,,
29270,5283184,0.0663,9.9057,0.0001,1.0
29271,5283187,0.0862,9.3563,0.0997,16.64
29272,5283188,0.1684,9.4444,0.1039,179.19
29273,5283196,0.1124,10.143,0.0403,1.23
29274,5283198,0.3254,10.8251,0.0654,7.42
29275,5283199,0.3236,10.1214,0.0969,39.29
29276,5283202,0.3217,10.9309,0.0632,12.42
29277,5283204,0.1692,10.1338,0.0545,1.03
29278,5283206,0.2401,10.6098,0.0885,7.33
29279,5283209,0.1866,10.2843,0.0375,5.01
29280,5283211,0.2225,9.9816,0.1108,12.84
29281,5283213,0.0768,8.8809,0.1152,12.02
29282,5283216,0.0669,9.281,0.0907,17.11
29283,5283217,0.1726,9.5771,0.1299,60.36
29284,5283218,0.1721,10.3415,0.1057,9.03
29285,5283220,0.1254,10.5193,0.0097,1.0
29286,5283229,0.1367,9.4292,0.1055,303.97
29287,5283252,0.3133,10.8153,0.0673,16.07
29288,5283277,0.2492,10.0699,0.1784,35.13
29289,5283278,0.0891,9.3281,0.1586,28.8
29290,5283281,0.2723,11.1332,0.0175,2.79
29291,5283282,0.2005,10.0832,0.1186,8.96
29292,5283284,0.279,10.6947,0.0519,1.92
29293,5283289,2.1578,,,
29294,5283301,0.3635,10.8172,0.0694,9.55
29295,5283305,0.17,9.7214,0.1471,4.76
29296,5283315,0.3645,10.9094,0.0694,4.71
29297,5283317,0.3192,11.0166,0.0304,3.6
29298,5283321,0.2485,9.8307,0.5841,3.31
29299,5283324,0.2484,9.941,0.3461,6.02
29300,5283325,0.2485,10.2013,0.2708,4.35
29301,5283326,0.3232,10.5918,0.0732,25.82
29302,5283332,0.1269,9.4388,0.0938,277.2
29303,5283356,0.0669,9.4131,0.0,1.0
29304,5283362,0.0669,9.16,0.0401,1.02
29305,5283370,0.3159,10.3511,0.0093,1.0
29306,5283371,0.3152,11.2308,0.0446,2.48
29307,5283384,0.2775,9.6211,0.1532,2.76
29308,5283385,0.1843,10.6761,0.125,6.71
29309,5283387,0.3133,11.2109,0.0023,1.0
29310,5283389,0.3161,10.7142,0.0478,1.16
29311,5283410,0.2812,10.6543,0.085,4.09
29312,5283420,0.3002,10.4468,0.119,11.96
29313,5283421,0.2001,10.7298,0.0707,1.95
29314,5283422,0.5,11.1732,0.0493,1.45
29315,5283423,1.2245,,,
29316,5283424,0.2745,10.7614,0.0964,10.07
29317,5283430,0.2994,10.129,0.1002,49.67
29318,5283433,0.2754,10.5325,0.0604,30.23
29319,5283442,0.2405,10.5246,0.1003,4.94
29320,5283443,0.2789,9.7022,0.1519,27.81
29321,5283450,0.1125,10.5427,0.0173,1.02
29322,5283454,0.0769,8.7876,0.1321,109.25
29323,5283457,0.3125,10.4512,0.376,3.99
29324,5283458,0.3137,11.0938,0.0413,3.6
29325,5283460,0.0845,,,
29326,5283476,0.2777,10.8514,0.0536,30.26
29327,5283488,0.3171,10.3484,0.0435,1.01
29328,5283491,0.2808,10.9409,0.0411,6.82
29329,5283499,0.2743,10.6751,0.1034,5.92
29330,5283500,0.3149,10.5305,0.0883,25.04
29331,5283507,0.3113,10.7594,0.0614,3.72
29332,5283510,0.3145,11.0191,0.0824,6.34
29333,5283515,0.0892,9.1226,0.1147,27.82
29334,5283523,0.3153,11.275,0.0398,3.56
29335,5283526,0.1603,10.2262,0.1206,2.19
29336,5283535,0.1046,10.9506,0.0034,1.21
29337,5283540,0.2055,10.6201,0.028,1.6
29338,5283546,0.3914,10.9842,0.059,2.08
29339,5283547,0.207,10.5031,0.0688,29.66
29340,5283554,0.2417,10.5133,0.1465,3.69
29341,5283559,0.5279,11.5106,0.0295,1.06
29342,5283577,0.1199,10.1424,0.1376,6.37
29343,5283584,0.2154,10.4814,0.058,1.59
