     cataidGAMA  gama_z   logMstarGAMA    dellogm     neff
     5103845     0.1780    10.5521     0.1239     6.56
     5103847     0.3131    10.9278     0.0459     1.68
     5103849     0.0324     7.7693     0.1264    18.29
     5103853     0.2717    10.5168     0.0751    53.27
     5103863     0.4845     9.9264     0.2419     1.17
     5103864     0.1242    11.0245     0.0000     1.00
     5103867     0.1780    10.8441     0.0322     1.62
     5103877     0.2363    10.2871     0.1280    23.38
     5103885     0.0288     8.9008     0.0218     1.01
     5103887     0.3258    10.5780     0.1194     6.48
     5103888     0.3636    10.7812     0.0584    51.26
     5103890     0.1780    10.2232     0.0825    23.53
     5103897     0.2986    11.0402     0.0484     1.67
     5103912     0.1239     9.5799     0.1647    40.00
     5103922     0.3351    10.6546     0.0583    29.52
     5103927     0.1238     9.3585     0.0969     1.22
     5103928     0.1133    10.5150     0.0060     1.01
     5103929     0.0290     7.9243     0.1408    38.12
     5103935     0.4044    10.9591     0.0532    20.08
     5103936     0.1988    10.6730     0.0386     3.08
     5103939     0.2380    10.3781     0.0716    35.84
     5103944     0.3008    10.9737     0.0579     7.45
     5103945     0.2654    10.7638     0.0721     4.60
     5103948     0.1243     9.9612     0.0939     4.76
     5103949     0.3149    10.4469     0.0820    88.83
     5103955     0.0060     6.5156     0.0011     1.00
     5103957     0.4841        nan        nan      nan
     5103963     0.1247    10.0322     0.0741     3.60
     5103972     0.4868    11.1621     0.0814     2.21
     5103975     0.2636    10.4915     0.0957    31.45
     5103977     0.4654    11.2420     0.0475    24.21
     5103991     0.3559    10.8301     0.0372    11.72
     5104003     0.1128     9.6137     0.0966    66.82
     5104005     0.2272    10.1114     0.0915     4.92
     5104010     0.2273    10.5199     0.1229     2.20
     5104016     0.2620    10.8488     0.0396     5.25
     5104019     0.1219     9.1230     0.1074   242.88
     5104023     0.1217    10.5253     0.0131     1.04
     5104031     0.1190     9.7550     0.0713    17.97
     5104038     0.0686     8.9222     0.1569    45.79
     5104042     0.3240    10.4790     0.0607    40.76
     5104049     0.4209    11.2650     0.0411     2.46
     5104080     0.1994    10.6060     0.0355     2.80
     5104090     0.0291     7.9986     0.1726    83.09
     5104094     0.1137     9.9266     0.1590     3.16
     5104095     0.2268    10.6345     0.0641     5.49
     5104100     1.0169        nan        nan      nan
     5104103     0.2274    10.5377     0.0690    22.89
     5104118     0.0946     9.1265     0.1558    12.79
     5104119     0.1278     9.9444     0.0636    21.74
     5104128     0.3514    10.1294     0.0842    38.65
     5104129     1.2942        nan        nan      nan
     5104140     1.1613        nan        nan      nan
     5104149     0.1673    10.1068     0.0654     1.81
     5104171     0.3603    10.6707     0.0527     4.54
     5104178     0.2639    10.5746     0.0767    57.69
     5104179     0.2209    10.2412     0.0503     4.29
     5104180     0.7547        nan        nan      nan
     5104190     0.2389    10.0081     0.4423     3.85
     5104200     0.0946     9.8633     0.0825     3.73
     5104201     0.1555    11.1134     0.1048     1.17
     5104203     0.2379    11.0683     0.0330     1.15
     5104209     0.1560     9.6974     0.1267   131.48
     5104230     1.7396        nan        nan      nan
     5104233     1.2915        nan        nan      nan
     5104234     0.2473    11.1416     0.0467     1.07
     5104245     0.1371    10.2672     0.0893     7.71
     5104257     0.2361    10.5162     0.0913    22.33
     5104263     0.1764    10.1521     0.0863    12.89
     5104268     0.3169    10.6479     0.0500     8.44
     5104271     0.0495     8.7684     0.1056    85.47
     5104283     0.3245    11.1272     0.0331     9.49
     5104289     0.1467     9.7125     0.2571     1.22
     5104290     0.4272    11.2399     0.0454     1.66
     5104294     0.4282    11.1307     0.0826    18.18
     5104299     1.7867        nan        nan      nan
     5104303     0.5501    11.1403     0.0673     5.78
     5104314     0.2634    11.4053     0.0006     1.00
     5104316     0.2653    11.4105     0.0036     1.04
     5104329     0.3960    10.9143     0.0772    15.45
     5104330     0.5462    10.6200     0.1385     1.47
     5104334     0.2511    10.0386     0.0031     1.00
     5104339     0.3142    10.7230     0.0731    21.81
     5104343     0.3262    10.6795     0.1173    31.25
     5104354     0.2612    11.3533     0.0727     3.88
     5104356     0.2640    10.9604     0.0560     2.85
     5104358     0.1413    10.8769     0.0097     1.00
     5104364     0.6776    10.3539     0.0097     1.14
     5104368     0.3252    11.1703     0.0271     7.06
     5104369     0.1555     9.2348     0.1167   143.38
     5104378     0.1204     9.5094     0.0985   137.92
     5104380     0.2636    10.7214     0.0677    21.25
     5104387     0.2649    10.6287     0.0893    40.54
     5104389     0.2676    10.5685     0.0909    40.99
     5104390     0.3687    10.7056     0.0609    38.01
     5104412     0.2755    10.1786     0.0775   165.57
     5104415     0.1674    10.8681     0.0252     1.14
     5104416     0.2675    10.5689     0.1039     2.14
     5104424     0.3151    10.8593     0.0680     3.23
     5104426     0.3280    10.6224     0.0555     3.10
     5104429     0.2662    10.9484     0.0421     9.59
     5104439     0.1141     9.7205     0.0855    18.08
     5104440     0.1682    10.4796     0.0832     2.51
     5104442     0.3175    10.8465     0.0542    29.29
     5104448     0.1553     9.6894     0.1023   137.65
     5104456     0.1549     9.5401     0.1013   277.30
     5104474     0.1025    10.1747     0.0062     1.06
     5104475     0.3243    10.5128     0.0552    91.57
     5104488     0.4177    10.8251     0.0480    14.64
     5104496     0.3241    11.1845     0.0522    10.56
     5104501     0.2992    10.7935     0.0804    13.12
     5104504     0.2677    11.1314     0.0194     4.34
     5104515     0.1756     9.8075     0.0941   143.05
     5104523     0.3142    11.2204     0.0362     2.53
     5104525     0.3137    10.8263     0.0650    25.86
     5104530     0.2602    10.4102     0.0803    27.71
     5104552     0.2635    10.5914     0.0850    42.06
     5104554     0.0123     7.4032     0.1486    20.16
     5104558     0.2038     9.9971     0.0843   146.43
     5104568     0.4798    11.3844     0.0430     1.06
     5104585     0.2270    10.0630     0.0989    90.74
     5104605     0.2270    10.1821     0.0904    42.26
     5104615     0.2988    11.1048     0.0482     6.36
     5104622     0.2176    10.7055     0.0858     5.13
     5104623     0.2273     9.9396     0.1205    36.51
     5104625     1.2917        nan        nan      nan
     5104629     0.1559    10.2449     0.0992     4.03
     5104644     0.3254    10.4630     0.0626    79.16
     5104645     0.3234    11.3556     0.0368     2.58
     5104652     0.1645     9.8640     0.4381     1.42
     5104654     0.3542    11.3283     0.0652     2.23
     5104660     0.0786     9.4687     0.0807     6.34
     5104664     0.2980    10.4393     0.0702    20.36
     5104665     0.3248    11.0012     0.0432     3.32
     5104669     0.3625    10.8762     0.0598    29.16
     5104680     0.3280    11.0113     0.0470    15.78
     5104683     0.2806    10.2335     0.0744    78.78
     5104695     0.3217    10.6640     0.2883     5.46
     5104699     0.3241    11.0342     0.0655    10.21
     5104700     0.3624    10.7889     0.0639    28.54
     5104703     0.3242    10.8728     0.0811     1.05
     5104705     0.1030     9.8445     0.0888    11.30
     5104714     0.3340    10.8227     0.0673    51.06
     5104715     0.1224     9.4251     0.0954   247.45
     5104720     0.1256    11.0772     0.0349     3.19
     5104736     0.4671    11.1688     0.0645    28.80
     5104744     0.3130    10.5020     0.0655    47.56
     5104747     0.1033     9.8540     0.0503     8.66
     5104749     0.3288    10.8818     0.0848    15.74
     5104754     0.2989    10.8198     0.0546     6.38
     5104755     0.4882    11.3997     0.0032     1.00
     5104762     0.1364     9.8739     0.1100    54.02
     5104766     0.2381    10.8203     0.0604     1.44
     5104769     0.2269    10.6591     0.0403     2.26
     5104776     0.1026        nan        nan      nan
     5104778     0.3238    10.8737     0.0638     5.64
     5104779     0.2977    10.7496     0.0710    35.73
     5104789     0.3255    10.8459     0.0460     8.70
     5104796     0.2673    11.1326     0.0415     2.92
     5104798     0.1560    10.1193     0.1629    10.39
     5104811     0.1240     9.4814     0.1022    70.98
     5104812     0.1808     9.8080     0.1349   128.66
     5104816     0.0616    10.4620     0.0002     1.00
     5104817     0.1997    10.2095     0.1056    48.11
     5104819     0.4244    10.9360     0.0636    15.01
     5104827     0.1557     9.9719     0.0410     1.48
     5104854     0.4789    11.2374     0.0723     6.25
     5104858     0.1559    10.1622     0.0770     6.31
     5104867     0.2029    10.6246     0.0241     1.77
     5104872     0.3189        nan        nan      nan
     5104880     0.3257    10.8998     0.0646    23.17
     5104884     0.1243     9.9215     0.0999    10.14
     5104891     0.2785    10.6765     0.0796     4.44
     5104892     0.3193    11.1242     0.0206     1.94
     5104899     0.1350     9.6331     0.0998   165.72
     5104904     0.1031    10.4231     0.0314     1.24
     5104911     0.1547     9.8475     0.1658    50.33
     5104921     1.5799        nan        nan      nan
     5104930     0.3236    11.1034     0.0338     3.51
     5104931     0.2678    11.3042     0.0439     2.83
     5104937     0.0878     9.4080     0.0958    20.81
     5104939     0.3629    11.3238     0.0862     3.96
     5104941     0.1549    10.0316     0.1479     1.33
     5104942     1.7880        nan        nan      nan
     5104944     0.1093     9.1888     0.1071   217.57
     5104953     0.3211    11.1571     0.0296     6.31
     5104956     0.0778    10.1897     0.0330     1.48
     5104968     0.1124    10.1574     0.1023     1.06
     5104969     0.2480        nan        nan      nan
     5104987     0.3945    11.1272     0.0274     9.85
     5104989     0.2632    10.9753     0.0457     6.45
     5104999     0.2727    10.6419     0.0904    24.79
     5105000     0.3564    11.0194     0.0315     3.19
     5105001     0.5866    11.6374     0.0232     4.59
     5105016     0.1101    10.5573     0.1490     1.21
     5105024     0.2986    10.4043     0.0657    23.02
     5105025     0.3221    10.7925     0.0604    41.04
     5105032     0.1125    10.5807     0.0150     1.30
     5105034     0.3238    10.8849     0.0645    15.64
     5105039     0.2078    10.0836     0.0816    66.77
     5105049     0.1411     9.6711     0.1322    45.73
     5105050     1.5273        nan        nan      nan
     5105062     0.1105     9.4068     0.0914    59.35
     5105065     0.4681    11.0196     0.0780    14.51
     5105072     0.3226    10.8158     0.0659     7.36
     5105088     0.1551    10.2677     0.0632     1.71
     5105093     0.4187    11.0822     0.0601    25.59
     5105094     0.3000    11.1014     0.0380    13.15
     5105097     0.1713     9.3097     0.1107    82.38
     5105105     0.3024    10.5675     0.0638     5.76
     5105113     0.1124    10.1898     0.0346     3.15
     5105116     0.2198    10.6906     0.0757    10.61
     5105124     0.3610    10.7754     0.0059     1.00
     5105139     0.2806    10.4142     0.0909    23.60
     5105142     0.5448    10.5439     0.0406     1.11
     5105144     0.2894    10.4371     0.0732    78.54
     5105147     0.3223    10.8710     0.0652    16.57
     5105154     0.2391    10.3816     0.1727    30.90
     5105155     0.1999    10.7714     0.0443     4.42
     5105180     0.2211    10.3085     0.1147     6.60
     5105186     0.2196     9.7286     0.0965   168.39
     5105194     0.2197    10.4634     0.0555    16.74
     5105196     0.3017    10.7406     0.0636    71.75
     5105197     0.3180    10.5039     0.0796    58.24
     5105198     0.4654    11.0102     0.0631     3.28
     5105206     0.1670    10.0023     0.0857    14.51
     5105215     0.2206    11.1067     0.0010     1.00
     5105219     0.3241    10.9276     0.0477     1.51
     5105220     0.2989    10.5388     0.0701    48.55
     5105225     0.3230    10.8727     0.0697    30.27
     5105226     0.1412     9.8193     0.1033    47.04
     5105249     0.2627     9.9481     0.0904    42.48
     5105253     0.2388    10.7475     0.0860     5.88
     5105256     0.4265    10.9659     0.1013     8.33
     5105262     0.4897    11.1631     0.1198     6.77
     5105263     0.2171    10.3452     0.1005    49.20
     5105274     0.3228    11.2927     0.0308     1.17
     5105275     0.2200    10.8513     0.0243     1.61
     5105278     0.2178    10.3197     0.0919    31.98
     5105280     0.2941    10.6856     0.0661     3.18
